Number,Created,Resolved,Priority,Incident State,Reassignment count,Assignment group,Short description,Category,Subcategory,Country
INC7387716,2025-02-28 03:50:08,2025-03-10 09:54:49,4 - Low,Autoclosed,2,Messaging,IN:BS:PH- Outlook - Cant receive mails from mail group,Functionality Error,Break/Fix,Turkey
INC7387715,2025-02-28 03:48:35,2025-03-03 06:06:38,4 - Low,Autoclosed,1,EUS_FR_00202,IN: NSH: PH: Hardware issue - pc is running slow.,Functionality Error,Break/Fix,France
INC7387703,2025-02-28 03:41:02,2025-02-28 05:47:57,4 - Low,Autoclosed,1,NETWORK_LAN_LEVEL2,IN : ND : PH : Network - Wireless issue at Blois,Functionality Error,Break/Fix,France
INC7387688,2025-02-28 03:52:47,2025-02-28 06:18:54,4 - Low,Closed,0,Corporate Web Applications,IN : AK : PH- Sharepoint : Need to change the permission of sharepoint site to read only access. ,Functionality Error,Break/Fix,Romania
INC7387664,2025-02-28 03:18:59,2025-02-28 04:15:06,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,269-TR-SWA40-L2.phinia.local This Device is down,Functionality Error,Slow/No Response,Turkey
INC7387511,2025-02-28 02:04:56,2025-02-28 02:05:49,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: SAP - Create SAP generic id for API.,Training,Technical Question,United Kingdom
INC7387201,2025-02-27 22:58:00,2025-02-27 23:35:26,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7386884,2025-02-27 18:32:21,2025-03-03 00:41:12,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7386478,2025-02-27 11:17:47,2025-03-05 08:03:01,4 - Low,Closed,1,SAP_SECURITY,IN: RK: PH: SAP: SAP Security PS2 - password removed,Error Message,Error Message,United Kingdom
INC7386361,2025-02-27 09:40:29,2025-02-28 07:59:19,4 - Low,Closed,1,EUS_GB_10610,IN : AK : PH- winshuttle : Install winshuttle,Error Message,Error Message,United Kingdom
INC7386354,2025-02-27 09:35:37,2025-02-27 10:06:48,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : Share Drive - Can't access various folder structures.,Coaching,Technical Question,United Kingdom
INC7386323,2025-02-27 09:09:58,2025-02-27 09:25:11,4 - Low,Autoclosed,1,SAP_PH1_FI/CO,Redirect to FICO Team (SAP) - Issue with User Groups,Error Message,Error Message,Poland
INC7386301,2025-02-27 08:54:44,2025-03-03 07:36:11,4 - Low,Closed,1,SAP_EAI,IN : AK : PH- SAP : Email id to be added to interface (INF0065_BW) failures ,Error Message,Error Message,United Kingdom
INC7386236,2025-02-27 08:15:51,2025-03-10 06:42:10,4 - Low,Autoclosed,0,EDI_GXS_Customer,Porsche Backlogs Phinia RO10,Error Message,Error Message,Romania
INC7386106,2025-02-27 06:42:11,2025-02-27 09:42:14,4 - Low,Closed,1,Corporate Web Applications,Requests on sharepoint/PLM cannot be approved by the group owner.,Functionality Error,Break/Fix,Romania
INC7386061,2025-02-27 06:16:06,2025-03-04 06:40:09,4 - Low,Autoclosed,2,SAP_Label_Management_PH1,IN:HMV: PH: SAP - Printer Issue with SAP PH1 documents,Error Message,Error Message,Poland
INC7386054,2025-02-27 06:13:11,2025-02-28 11:19:32,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- AD - Account locking,Access/Lockout,Locked Account,United Kingdom
INC7385984,2025-02-27 05:58:52,2025-03-03 06:16:21,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : AD - Password Reset Issue,Access/Lockout,Password Reset,United Kingdom
INC7385905,2025-02-27 04:49:04,2025-03-11 07:23:55,4 - Low,Closed,1,SAP_SECURITY,"IN : ND : PH : SAP - SAP PN1, PL55 plant, SAP user id: kamkuzniar ; remove all old role and add new one; please assign to SAP security team",Error Message,Error Message,Poland
INC7385876,2025-02-27 04:33:18,2025-03-13 05:15:38,4 - Low,Autoclosed,1,SAP_FI/CO,IN:BS:PH- SAP - SE1 testing issue on KSU5,Error Message,Error Message,France
INC7385860,2025-02-27 04:11:13,2025-02-28 05:03:32,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: Password - Unable to change system password,Access/Lockout,Password Reset,Poland
INC7385847,2025-02-27 04:00:45,2025-02-27 04:42:51,4 - Low,Autoclosed,1,EUS_RO_10304,IN:HMV:PH: Printer - HR Printer Bypass Tray Issue,Error Message,Error Message,Romania
INC7385840,2025-02-27 03:55:08,2025-02-28 02:42:51,4 - Low,Closed,3,SAP_LABEL_PRINTING,IN:BS:PH- SAP - Industrial printer SAP 246 issue ,Error Message,Error Message,Romania
INC7385828,2025-02-27 03:48:08,2025-03-28 10:56:03,4 - Low,Closed,10,SERVICEDESK_INDIA,IN : ND : PH : Server - Access is denied in Visual studio to publish my website and cannot deploy website on nlnhsrkp-ap102.,Functionality Error,Not Performing As Expected,France
INC7385819,2025-02-27 03:41:34,2025-02-27 03:43:30,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : AK : PH- AD - User contacted for account locked issue,Access/Lockout,Locked Account,United Kingdom
INC7385816,2025-02-27 03:27:14,2025-02-27 04:42:16,4 - Low,Autoclosed,1,EUS_RO_10304,IN : RR : PH : System - Display Image Issue,Error Message,Error Message,Romania
INC7385809,2025-02-27 03:29:34,2025-02-27 19:40:00,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - account locked,Access/Lockout,Locked Account,United Kingdom
INC7385716,2025-02-27 02:18:32,2025-03-10 09:22:50,4 - Low,Autoclosed,1,SAP_SECURITY,IN: NSH: PH: SAP - Lost all SAP T-code authorization for HAKARACA after change from HJV1T4 to  HAKARACA and also issue with layouts.,Error Message,Error Message,Turkey
INC7385507,2025-02-26 23:03:13,2025-03-03 09:10:55,4 - Low,Autoclosed,0,EUS_TR_00269,RE: DT Media Rotation trizmp-bu01: Izmir - Weekending 03-03-2025 GSL 269 ,Tape Swap,Scheduled,Turkey
INC7384839,2025-02-26 11:48:55,2025-02-26 12:25:38,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: MKR: PH: Proprofs - Issue with work email not logging into website,Referral,Referral,United Kingdom
INC7384780,2025-02-26 11:13:28,2025-03-10 10:39:43,4 - Low,Closed,2,Global Directory Services,IN:HP:PH Microsoft Teams : I cannot change my profile picture,Functionality Error,Break/Fix,United Kingdom
INC7384739,2025-02-26 10:38:11,2025-02-26 10:59:19,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,20028-FS-PL-SWC00-L3.phinia.local Not Responding,Functionality Error,Slow/No Response,Poland
INC7384737,2025-02-26 10:25:57,2025-03-03 05:50:24,4 - Low,Autoclosed,1,Messaging,IN : ND : PH : Outlook - 180 days in advance,Error Message,Error Message,United Kingdom
INC7384676,2025-02-26 09:50:23,2025-02-28 06:18:32,4 - Low,Autoclosed,1,EUS_GB_00282,IN:RS:PH:Laptop turning off,Functionality Error,Break/Fix,United Kingdom
INC7384640,2025-02-26 09:31:32,2025-03-06 07:09:00,4 - Low,Closed,1,Messaging,IN: VB: PH: Outlook - lack of emails history from 2024.,Functionality Error,Connectivity,Poland
INC7384634,2025-02-26 09:28:34,2025-02-26 10:40:49,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : Zscaler - I am not able to connect with VPN using ceene@phinia.com,Coaching,Technical Question,Romania
INC7384623,2025-02-26 09:11:01,2025-02-26 09:52:51,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:AD-Account Locked,Access/Lockout,Locked Account,France
INC7384622,2025-02-26 09:10:49,2025-03-20 09:32:51,4 - Low,Closed,3,SAP_FI/CO,IN : AK : PH- SAP : QE2 Testing issue with Special Characters in T&C's when using ZFI_PDF,Error Message,Error Message,United Kingdom
INC7384621,2025-02-26 09:09:23,2025-02-27 05:35:15,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: Network drive -  Acces on G:\Packaging,Coaching,Technical Question,Romania
INC7384620,2025-02-26 09:09:09,2025-03-12 06:43:34,4 - Low,Autoclosed,1,SAP_FI/CO,IN : ND : PH : SAP - Request to set up a monthly job in SAP PN1 to execute TCode C043 for Rzeszow plant PL55 - SAP PN1 FICO Team,Error Message,Error Message,United Kingdom
INC7384613,2025-02-26 09:03:30,2025-03-04 06:05:52,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RS : PH : AD-Password Expired,Access/Lockout,Password Reset,United Kingdom
INC7384582,2025-02-26 08:47:33,2025-02-28 11:10:17,4 - Low,Autoclosed,1,SAP_SECURITY,IN : ND : PH : SAP - PS2 Roles to be imported to GRC PG1 system.,Error Message,Error Message,Romania
INC7384539,2025-02-26 08:18:39,2025-03-02 12:26:41,4 - Low,Autoclosed,2,SAP_ORDER_FULFILLMENT,IN: VB: PH: SAP - User wants to know where tax data comes from.,Error Message,Error Message,Poland
INC7384538,2025-02-26 08:22:36,2025-03-05 07:28:43,4 - Low,Autoclosed,0,APP_ENT_SERVICENOW,Employee Onboarding - EIN not populated for new created users,Service Catalog,Quick fixes,Romania
INC7384472,2025-02-26 07:43:45,2025-02-27 02:29:59,4 - Low,Autoclosed,1,EUS_TR_00269,SAP ABAP issue,Error,Error Message,Turkey
INC7384369,2025-02-26 06:19:48,2025-02-27 03:27:19,4 - Low,Autoclosed,1,EDI_GXS_Customer,"IN: VB: PH: EDI-Error when we try to  send the  ASN  for ship to 760069 ,sold to 113893,  partner description   000254206547900280A  FOR TEAM EDI - RADU MARIUS ",EDI,Connectivity,Romania
INC7384355,2025-02-26 05:48:58,2025-03-06 06:09:29,4 - Low,Autoclosed,1,EUS_GB_00274,IN:RS:PH:Request password for KIOSK PC GILDTSHP00011.,Error Message,Error Message,United Kingdom
INC7384336,2025-02-26 05:28:32,2025-02-26 06:36:04,4 - Low,Closed,1,EUS_GB_00274,IN:RS:PH:Phone in Occupational health not working,Error Message,Error Message,United Kingdom
INC7384335,2025-02-26 05:26:13,2025-03-18 07:22:24,4 - Low,Autoclosed,5,Global Network Services,IN:BS:PH- Network drive -Unable to access Network drive,Functionality Error,Break/Fix,United Kingdom
INC7384307,2025-02-26 05:11:54,2025-03-07 01:43:37,4 - Low,Closed,1,Security_UAA,IN : AK : PH - Shared drive : Unable to access Share drive - RITM5258599,Error Message,Error Message,United Kingdom
INC7384300,2025-02-26 05:09:34,2025-02-26 07:43:21,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : Share Drive - I need access to folders in the G Drive at FS Gillingham,Coaching,Technical Question,United Kingdom
INC7384299,2025-02-26 05:07:06,2025-03-06 04:20:29,4 - Low,Autoclosed,4,APP_COMSUP_MFG_AS400GILLINGHAM,IN:RS:PH:AS400-Access to AS400 Menu,Error Message,Error Message,United Kingdom
INC7384275,2025-02-26 05:01:26,2025-03-02 19:51:19,4 - Low,Autoclosed,2,SAP_PURCHASE_TO_PAY,"IN:BS:PH- SAP - SAP PN1 env , create new storage location in SAP",Error Message,Error Message,Poland
INC7384272,2025-02-26 04:58:27,2025-02-26 05:55:31,4 - Low,Closed,1,EUS_GB_10610,IN : AK : PH- VPN : Install Zscaler,Error Message,Error Message,United Kingdom
INC7384269,2025-02-26 04:57:49,2025-02-26 06:22:41,4 - Low,Autoclosed,1,EUS_GB_10610,IN: VB: PH: Meeting room - Meeting room no display.,Functionality Error,Connectivity,United Kingdom
INC7384237,2025-02-26 04:43:44,2025-02-26 05:55:27,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:Teams-Bad mic quality,Error Message,Error Message,Poland
INC7384197,2025-02-26 04:28:56,2025-02-27 09:08:32,4 - Low,Autoclosed,1,APP_ENG_CAD_FULL,IN:BS:PH- DSL - DSL not opening menu,Functionality Error,Break/Fix,United Kingdom
INC7384196,2025-02-26 04:27:00,2025-02-26 04:28:52,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : AK : PH- AD : User contacted for account locked issue.,Access/Lockout,Locked Account,United Kingdom
INC7384169,2025-02-26 04:00:10,2025-03-12 03:54:06,4 - Low,Autoclosed,2,SAP_BASIS_Internal_L1-L2-L3,IN: VB: PH: SAP - Archive data for PN1.,Error Message,Error Message,United Kingdom
INC7384168,2025-02-26 03:57:40,2025-02-26 04:13:26,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:Need ADM access to ID SJUMEAU and computer BLSTOFF0400,Functionality Error,Slow/No Response,France
INC7384150,2025-02-26 03:43:57,2025-02-26 04:33:57,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:BS:PH- AD - Problème connexion VPN,Access/Lockout,Password Reset,France
INC7384077,2025-02-26 03:19:58,2025-02-26 03:20:47,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: SP: PH: AD account locked,Access/Lockout,Locked Account,United Kingdom
INC7383988,2025-02-26 02:54:02,2025-02-26 07:40:23,4 - Low,Autoclosed,1,EUS_RO_10304,IN : RR : PH : System Update - 15 desktops in Conference room P9-Dual school that need to be updated,Error Message,Error Message,Romania
INC7383936,2025-02-26 02:18:13,2025-03-06 02:49:09,4 - Low,Closed,3,SERVICEDESK_INDIA,IN:BS:PH- AD- xlale account often locked.,Access/Lockout,Insufficient Access,France
INC7383914,2025-02-26 02:11:09,2025-02-28 07:01:27,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,"IN: SP: PH: No Copilot Button on Excel, Outlook etc.",Coaching,Configuration,Turkey
INC7383871,2025-02-26 01:53:19,2025-03-05 01:44:16,4 - Low,Autoclosed,3,EUS_TR_00269,IN : RR : PH : SAP - SAP Macros do not work,Error,Error Message,Turkey
INC7383865,2025-02-26 01:49:18,2025-02-26 04:16:28,4 - Low,Closed,1,EUS_GB_00274,IN : JM : PH - Blois tools site - http://frblo-electronic/tools/ Identification error when trying to login.,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7383748,2025-02-26 00:31:44,2025-03-28 02:14:15,4 - Low,Autoclosed,5,APP_ENG_PDM_PLM_FULL,IN: SP: PH: Teamcenter - Unable to access,Error Message,Error Message,Turkey
INC7383741,2025-02-26 00:26:52,2025-02-28 00:38:13,4 - Low,Autoclosed,2,SAP_MANUFACTURING,IN:VGM:PH: SAP-->IDOC error,Error,Error Message,Turkey
INC7383594,2025-02-25 21:38:19,2025-02-26 07:19:33,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job OTC:VF31_ZRD7_OTH_INVOICE_2210 delaye,Error Message,Error Message,United Kingdom
INC7383592,2025-02-25 21:38:18,2025-02-26 07:20:55,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job OTC:VF31_ZRD7_OTH_INVOICE_2210 delaye,Error Message,Error Message,United Kingdom
INC7383464,2025-02-25 19:14:22,2025-02-25 20:41:07,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,10415-UK-SWC00-L3.phinia.local Not Responding,Functionality Error,Slow/No Response,United Kingdom
INC7383403,2025-02-25 18:32:14,2025-02-26 07:11:51,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7383401,2025-02-25 18:32:12,2025-02-26 07:14:08,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7382952,2025-02-25 12:08:07,2025-02-27 07:45:24,4 - Low,Closed,1,EUS_FR_00202,IN: MKR: PH: Laptop - Issue with Blue screen appears on my PC,Functionality Error,Data Incorrect/Missing/Other,Luxembourg
INC7382937,2025-02-25 11:41:44,2025-02-26 05:12:47,4 - Low,Autoclosed,1,EUS_GB_10610,IN: MKR: PH: Laptop - Issue with dead laptop battery,Functionality Error,Data Incorrect/Missing/Other,United Kingdom
INC7382936,2025-02-25 11:41:12,2025-02-25 11:42:31,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH- AD : User contacted for account locked issue,Access/Lockout,Locked Account,United Kingdom
INC7382917,2025-02-25 11:27:38,2025-02-26 03:00:22,4 - Low,Autoclosed,1,Messaging,IN:HP:PH Teams: Need access for transcription,Functionality Error,Break/Fix,France
INC7382904,2025-02-25 11:15:46,2025-03-04 06:44:31,4 - Low,Autoclosed,1,SAP_PH1_FI/CO,IN:HP:PH SAP : urgent one-time job to be run in February 2025 t-code MRNB SAP PH1 vendor 117186,Error Message,Error Message,Poland
INC7382865,2025-02-25 10:23:01,2025-03-12 03:26:20,4 - Low,Autoclosed,1,SAP_PH1_ORDER_FULFILLMENT,IN:RS:PH:SAP PH1 2210 - Issues with Weights on ZFD1/ZUDD billing outputs vs other reports including Intrastats.,Error Message,Error Message,United Kingdom
INC7382795,2025-02-25 09:54:41,2025-02-27 06:05:48,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,"IN : AK : PH- GES : Can Not attached Document in GES due to Java Issue: ""applet loading, please wait.....""",Coaching,Configuration,France
INC7382749,2025-02-25 09:22:37,2025-03-07 02:03:18,4 - Low,Autoclosed,1,EUS_FR_00202,IN:RS:PH:Coupures réseau quotidienne et perte d'accès à : W:\DRH\FORMATION\11. PLANS DE PREVENTION,Error Message,Error Message,France
INC7382743,2025-02-25 09:19:02,2025-03-06 09:46:39,4 - Low,Autoclosed,1,SAP_SECURITY,IN : ND : PH : SAP - Need to remove the SNC from external user in PN1 landscape,Error Message,Error Message,Romania
INC7382719,2025-02-25 09:05:02,2025-03-19 05:05:35,4 - Low,Autoclosed,2,EUS_Intune,IN: VB: PH: Bucharest Office - Intermittent network problems.,Operating System and Memory Related,Updating Hardware and Software component,Romania
INC7382700,2025-02-25 08:41:23,2025-03-07 01:42:10,4 - Low,Closed,3,Security_UAA,IN:RS:PH:Phinia E mail not allowing me to be set up on my cell phone ,Coaching,Configuration,Romania
INC7382680,2025-02-25 08:23:24,2025-02-27 10:52:28,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH- Share drive : share drive access,Coaching,Configuration,United Kingdom
INC7382644,2025-02-25 08:03:42,2025-02-25 09:34:35,4 - Low,Autoclosed,1,EUS_FR_00202,IN: VB: PH: Power BI - About application POWER BI.,Functionality Error,Connectivity,France
INC7382614,2025-02-25 07:59:20,2025-02-25 09:05:54,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : Cars - Passwored Reset- Mark.brophy@delphi.com,Coaching,Configuration,United Kingdom
INC7382520,2025-02-25 07:19:16,2025-02-25 07:20:52,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,Unreliable or NO connection between Dell docking station USB C to Dell Latitue laptop USB C,,,United Kingdom
INC7382400,2025-02-25 06:44:04,2025-02-25 07:54:34,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : AD - password issues,Access/Lockout,Password Reset,United Kingdom
INC7382386,2025-02-25 06:33:38,2025-02-25 08:11:33,4 - Low,Closed,1,SAP_PH1_ORDER_FULFILLMENT,"IN: VB: SAP PH1 - Issue with Invoice IDocs Segment E1EDS01 Qualifier 005 ""Sales Tax Total"" is not populated despite Items having tax values in E1EP04 segments. ",Error Message,Error Message,United Kingdom
INC7382372,2025-02-25 06:34:12,2025-02-25 06:34:40,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH- AD : User contacted for account locked issue. ,Access/Lockout,Locked Account,United Kingdom
INC7382341,2025-02-25 06:10:00,2025-02-25 07:46:42,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:AD-Password reset,Access/Lockout,Password Reset,Turkey
INC7382307,2025-02-25 05:49:27,2025-02-25 07:14:14,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : Clearquest- clearquest accounts locked. I can't login and without this account I can't working,Coaching,Technical Question,Turkey
INC7382277,2025-02-25 05:26:17,2025-02-25 06:03:07,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- AD- VPN password reset,Access/Lockout,Password Reset,Germany
INC7382276,2025-02-25 05:26:02,2025-02-25 05:37:20,4 - Low,Autoclosed,1,EUS_GB_10610,IN:RS:PH:zscaler install,Error Message,Error Message,United Kingdom
INC7382275,2025-02-25 05:25:32,2025-02-25 06:17:47,4 - Low,Closed,1,EUS_GB_10610,IN : ND : PH : Onsite - zscaler install,Error Message,Error Message,United Kingdom
INC7382274,2025-02-25 05:25:05,2025-02-25 06:16:51,4 - Low,Autoclosed,1,EUS_GB_10610,IN : AK : PH- Software : Filezilla update,Error Message,Error Message,United Kingdom
INC7382273,2025-02-25 05:24:33,2025-02-25 06:18:13,4 - Low,Autoclosed,1,EUS_GB_10610,IN: VB: PH: Filexilla - filexilla update.,Functionality Error,Connectivity,United Kingdom
INC7382225,2025-02-25 05:12:35,2025-02-27 04:07:46,4 - Low,Autoclosed,1,Security_UAA,IN:BS:PH- Network drive - cannot access file server,Functionality Error,Break/Fix,United Kingdom
INC7382224,2025-02-25 05:32:19,2025-03-03 05:02:18,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH :GES - Issue with  user ID  and password on GES page,Coaching,Configuration,Romania
INC7382223,2025-02-25 05:06:01,2025-02-25 06:12:57,4 - Low,Closed,1,EUS_RO_10304,IN : AK : PH- MFA : Mail Approval Issue,Error Message,Error Message,Romania
INC7382222,2025-02-25 05:04:12,2025-02-26 04:49:32,4 - Low,Closed,1,SAP_SECURITY,IN: VB: PH: SAP - Locking PG1 users   - route inc to SapSecurityGlobalOperations <SapSecurityGlobalOperations@phinia.com>,Error Message,Error Message,Romania
INC7382199,2025-02-25 04:59:56,2025-02-25 05:22:05,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : AK : PH- AD : Unable to login Delphi account. ,Access/Lockout,Password Reset,France
INC7382198,2025-02-25 04:58:44,2025-03-06 02:09:44,4 - Low,Autoclosed,1,APP_ENT_SERVICENOW,IN : ND : PH : Service Provider - Issue with Service Provider Onboarding ,Coaching / Other,Configuration,Romania
INC7382192,2025-02-25 04:44:34,2025-03-05 04:10:09,4 - Low,Autoclosed,7,EUS_FR_00202,IN:RS:PH:Edge copy/paste not allowed on non https,Error Message,Error Message,France
INC7382153,2025-02-25 04:38:16,2025-02-25 04:50:45,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:AD-Password Reset,Access/Lockout,Account Disabled,United Kingdom
INC7382152,2025-02-25 04:28:41,2025-03-03 00:56:09,4 - Low,Autoclosed,1,SAP_MANUFACTURING,IN:BS:PH- SAP SAP PN1 - MFG - SCAL tcode Factory calendar update ,Request,Request,France
INC7382137,2025-02-25 04:15:29,2025-02-25 08:21:54,4 - Low,Autoclosed,1,EUS_GB_10610,IN : AK : PH- VPN : User having Zscaler issues ,Error Message,Error Message,United Kingdom
