number,sys_created_on,short_description,location,assignment_group,reassignment_count,opened_at,problem_id,priority,u_ci_type,u_resolved,close_code,u_complaint_or_complement,u_complaint_compliment_created,u_on_hold_reason,incident_state,u_priority_count,u_reopened,contact_type,category,u_category,cmdb_ci
INC7382152,25/02/2025 04:28,IN:BS:PH- SAP SAP PN1 - MFG - SCAL tcode Factory calendar update ,00202 - Blois - France,SAP_MANUFACTURING,1,25/02/2025 04:28,,4 - Low,SAP,03/03/2025 00:56,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Request,Production Planning PN1
INC7382137,25/02/2025 04:15,IN : AK : PH- VPN : User having Zscaler issues ,10610 - Warwick - United Kingdom,EUS_GB_10610,1,25/02/2025 04:15,,4 - Low,Laptop,25/02/2025 08:21,Client Resolved,,,Waiting For Parts,Autoclosed,,FALSE,Web Request,,Error Message,WARLTOFF0154
INC7382136,25/02/2025 04:08,IN: VB: PH: CCU - CCU password.,10610 - Warwick - United Kingdom,EUS_GB_10610,1,25/02/2025 04:08,,4 - Low,Laptop,25/02/2025 05:36,Workaround Provided – Confirmed,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,WARLTOFF00040
INC7382096,25/02/2025 03:59,IN : ND : PH : AD - Changing password,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,25/02/2025 03:59,,4 - Low,Active Directory,25/02/2025 05:44,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,PHINfo,,Access/Lockout,DLD2KT4M3
INC7382095,25/02/2025 03:59,IN:RS:PH:GES Account Deactivated,10610 - Warwick - United Kingdom,APP_ENG_GES_FULL,1,25/02/2025 03:59,,4 - Low,GES,25/02/2025 06:58,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,GES
INC7382094,25/02/2025 03:57,IN : AK : PH- AD : Active Directory Password Reset,10610 - Warwick - United Kingdom,SERVICEDESK_INDIA,0,25/02/2025 03:57,,4 - Low,Active Directory,25/02/2025 07:57,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7382086,25/02/2025 03:50,Removal of mobile device,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,25/02/2025 03:50,,4 - Low,PDA,25/02/2025 05:03,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Coaching,
INC7382080,25/02/2025 03:49,IN: VB: PH: User Malgorzata Woloszyn can't log on.  -Frequent account lock ,00282 - Stonehouse - United Kingdom,EUS_GB_00282,5,25/02/2025 03:49,,4 - Low,Active Directory,07/03/2025 07:10,Workaround Provided – Confirmed,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Access/Lockout,DEL00009
INC7382062,25/02/2025 03:43,IN : ND : PH : Onsite - Blue screen,20034 - Belval - Luxembourg,EUS_FR_00202,1,25/02/2025 03:43,,4 - Low,Laptop,27/02/2025 02:50,Duplicate Incident,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,BASLTOFF0248
INC7382050,25/02/2025 03:33,IN:RS:PH:Emails sent from Phinia email address went in SPAM,10304 - Iasi - Romania,Messaging,1,25/02/2025 03:33,,4 - Low,Microsoft Outlook,27/02/2025 02:16,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,IASLTOFF0125
INC7382015,25/02/2025 03:19,SAP Updates,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,25/02/2025 03:19,,4 - Low,SAP,25/02/2025 06:19,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Web Request,,Request,IZMLTOFF00092
INC7382014,25/02/2025 03:18,IN:BS:PH- SAP- SAP PN1 TRANSACTION F110 ISSUE,10304 - Iasi - Romania,SAP_FI/CO,1,25/02/2025 03:18,,4 - Low,Finance & Controlling PN1,04/03/2025 05:00,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Finance & Controlling PN1
INC7381992,25/02/2025 04:19,IN: VB: PH: Share drive - User unable to access the drive \\UKSTOP-FS01.delphidrive.com\GroupE01$\SPQVC,00282 - Stonehouse - United Kingdom,Security_UAA,1,25/02/2025 03:07,,4 - Low,Microsoft Windows,25/02/2025 10:10,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Functionality Error,DL4Z8L5M3
INC7381950,25/02/2025 02:59,IN : JM : PH - Active Directory Password Reset - Delphi Password Reset - connexion impossible My Apps with account delphi.com.,00202 - Blois - France,Security_UAA,1,25/02/2025 02:59,,4 - Low,Active Directory,26/02/2025 08:09,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF00218
INC7381867,25/02/2025 02:22,IN:BS:PH- SAP - SAP issue - traditional EDI connection - PN1,20030 - Rzeszow - Poland,SAP_PURCHASE_TO_PAY,1,25/02/2025 02:22,,4 - Low,Material Management PN1,11/03/2025 03:26,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Material Management PN1
INC7381866,25/02/2025 02:19,IN: SP: PH: Shared Drive - No shared file server access,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),Security_UAA,1,25/02/2025 02:19,,4 - Low,Drive Mapping,02/03/2025 20:17,Three Strike Rule,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,IZMLTOFF00046
INC7381832,25/02/2025 01:41,IN : RR : PH : Shared Drive Issue,10304 - Iasi - Romania,EUS_RO_10304,1,25/02/2025 01:41,,4 - Low,Laptop,25/02/2025 02:18,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00135
INC7381314,24/02/2025 18:32,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,24/02/2025 18:32,,4 - Low,Sales & Distribution PN1,24/02/2025 22:40,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7381312,24/02/2025 18:32,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,24/02/2025 18:32,,4 - Low,Sales & Distribution PN1,24/02/2025 22:37,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380974,24/02/2025 14:04,10657 || site switches,10657 - Bucharest - Romania,NETWORK_LAN_LEVEL2,0,24/02/2025 14:03,,4 - Low,Switch,24/02/2025 14:58,Health Check,,,Awaiting On-Site/Local Response,Autoclosed,,FALSE,Event,,Functionality Error,10657-RO-SWC02-L3
INC7380835,24/02/2025 12:19, IN: AL: PH - PC: PC not recognising network,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,24/02/2025 12:19,,4 - Low,LAN,25/02/2025 06:20,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,DLJY8M533
INC7380799,24/02/2025 12:09,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 12:09,,4 - Low,Sales & Distribution PH1,24/02/2025 22:51,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380797,24/02/2025 12:09,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 12:09,,4 - Low,Sales & Distribution PH1,25/02/2025 00:08,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380759,24/02/2025 11:37,IN:PAK:PH: Polarion - Polarion is not working ,00274 - Gillingham - United Kingdom,APP_ENG_E&E_FULL,1,24/02/2025 11:37,,4 - Low,Other application,25/02/2025 06:37,Client Resolved,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Polarion
INC7380755,24/02/2025 11:37,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 11:37,,4 - Low,Sales & Distribution PH1,25/02/2025 00:04,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380753,24/02/2025 11:37,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 11:37,,4 - Low,Sales & Distribution PH1,25/02/2025 00:07,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380688,24/02/2025 10:52,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 10:52,,4 - Low,Sales & Distribution PH1,25/02/2025 00:03,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380686,24/02/2025 10:52,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 10:52,,4 - Low,Sales & Distribution PH1,25/02/2025 00:00,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380658,24/02/2025 10:37,IN:RS:PH:NX-NX part won't save,00274 - Gillingham - United Kingdom,APP_ENG_CAD_FULL,1,24/02/2025 10:37,,4 - Low,NX,28/02/2025 03:52,No Fault Found,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,NX
INC7380631,24/02/2025 10:23,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 10:23,,4 - Low,Sales & Distribution PH1,25/02/2025 00:01,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380629,24/02/2025 10:23,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 delaye,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,24/02/2025 10:23,,4 - Low,Sales & Distribution PH1,25/02/2025 00:05,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7380612,24/02/2025 10:08,IN:RS:PH:Shared Drive-cannot connect to shared drives from home on Zscaler,10610 - Warwick - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 10:08,,4 - Low,Active Directory,24/02/2025 11:04,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,WARLTOFF0154
INC7380546,24/02/2025 09:48,"IN : ND : PH : AD - Account Phinia Saadi, Khalid AD Locked, Please unlock this account urgently",00202 - Blois - France,SERVICEDESK_INDIA,0,24/02/2025 09:48,,4 - Low,Active Directory,26/02/2025 11:52,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Access/Lockout,BLSDTOFF0141
INC7380526,24/02/2025 09:41,IN:PAK:PH: eDiscovery - eDiscovery not running under servicenow,10590 - Cergy - France,APP_ENT_SERVICENOW,1,24/02/2025 09:41,,4 - Low,Service Now,07/03/2025 03:55,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,ServiceNow portal,CERLTOFF0002
INC7380440,24/02/2025 08:59,Vendor 1013685 PN 28154936 lack of EDI,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EDI_GXS_Vendor,0,24/02/2025 08:56,,4 - Low,EDI/GXS,24/02/2025 10:09,No Fault Found,,,Attempting to reach End User,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7380437,24/02/2025 08:50,IN:RS:PH:AD-Password Sync issue,10682 - Krakow - Poland,EUS_PL_10682,1,24/02/2025 08:50,,4 - Low,Active Directory,25/02/2025 08:13,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,DL4PW2533
INC7380413,24/02/2025 08:39,IN: VB: PH: Please help with the  reset of the password and unlocking of SAP generic user - SapSecurityGlobalOperations <SapSecurityGlobalOperations@phinia.com>,10304 - Iasi - Romania,SAP_SECURITY,1,24/02/2025 08:39,,4 - Low,Security PN1,25/02/2025 04:47,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,Security PN1
INC7380371,24/02/2025 08:12,IN:BS:PH- Outlook - Unable to report Phishing mail ,00202 - Blois - France,Messaging,1,24/02/2025 08:12,,4 - Low,Microsoft Outlook,25/02/2025 11:51,Resolved - Permanent Fix,,,Attempting to reach End User,Closed,,FALSE,Web Request,,Functionality Error,BLSLTOFF00497
INC7380346,24/02/2025 07:59,IN : AK : PH- Cars : User have issues with logging in to CARS,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,24/02/2025 07:59,,4 - Low,Cars Trintech,24/02/2025 09:25,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Coaching,KRALTOFF00069
INC7380328,24/02/2025 07:50,IN : AK : PH- AD : Active Directory Password Reset,10415 - Hartridge - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 07:49,,4 - Low,Active Directory,28/02/2025 04:42,Three Strike Rule,,,Attempting to reach End User,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7380310,24/02/2025 08:00,IN : ND : PH : GES - Password Expired,10646 - Warwick (Titan) - United Kingdom,APP_ENG_GES_FULL,1,24/02/2025 07:43,,4 - Low,GES,24/02/2025 08:32,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Phone,,Functionality Error,GES
INC7380295,24/02/2025 07:35,IN:BS:PH-SAP - Clean up activity in PG1 system ,10657 - Bucharest - Romania,SAP_SECURITY,1,24/02/2025 07:35,,4 - Low,Security PN1,25/02/2025 04:28,Referred to Service Request,,,,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7380268,24/02/2025 07:38,IN:PAK:PH: AD - Active Directory Password Reset - Successful,10415 - Hartridge - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 07:32,,4 - Low,Active Directory,24/02/2025 07:42,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7380259,24/02/2025 07:22,IN:BS:PH- SAP - User who are locked and left the company those users roles need to be removed in PS2 system,10657 - Bucharest - Romania,SAP_SECURITY,1,24/02/2025 07:22,,4 - Low,Security PN1,25/02/2025 07:09,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Security PN1
INC7380253,24/02/2025 07:25,IN:RS:PH:AD account locked,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 07:21,,4 - Low,Active Directory,24/02/2025 07:25,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7380251,24/02/2025 07:18,IN:PAK:PH: Outlook - Problem with Report Fishing button on Outlook,00202 - Blois - France,Messaging,1,24/02/2025 07:18,,4 - Low,Microsoft Outlook,26/02/2025 04:39,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,PHINfo,,Error Message,BLSDTOFF0024
INC7380250,24/02/2025 07:18,IN : ND : PH : Outlook - Phishing Issue ,10610 - Warwick - United Kingdom,Messaging,1,24/02/2025 07:18,,4 - Low,Microsoft Outlook,25/02/2025 05:36,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Phone,,Functionality Error,WARLTOFF0137
INC7380226,24/02/2025 07:04,ARG: MBM: PH: SAP - Request to install the application SAP,00195 - Madrid - Spain,EUS_Global_Remote_Support,0,24/02/2025 06:59,,4 - Low,Security PN1,05/03/2025 04:33,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Error Message,SAP Console
INC7380225,24/02/2025 06:58,"Teamcenter will not open, log in achieved but there is no business server available.",00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 06:58,,4 - Low,Laptop,24/02/2025 07:59,Client Resolved,,,,Closed,,FALSE,Web Request,,Coaching,STHLTOFF0033
INC7380224,24/02/2025 06:55,IN: VB: PH : SAP - SAP issues,10610 - Warwick - United Kingdom,EUS_GB_10610,1,24/02/2025 06:55,,4 - Low,Laptop,24/02/2025 11:18,Workaround Provided – Confirmed,,,,Closed,,FALSE,Web Request,,Functionality Error,WARLTOFF00057
INC7380221,24/02/2025 06:52,IN : ND : PH : GES - I can't access GES account,00282 - Stonehouse - United Kingdom,APP_ENG_GES_FULL,1,24/02/2025 06:52,,4 - Low,GES,25/02/2025 04:51,Workaround Provided – Confirmed,,,,Autoclosed,,FALSE,PHINfo,,Functionality Error,GES
INC7380207,24/02/2025 06:58,IN : ND : PH : AD - Password Reset,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 06:45,,4 - Low,Active Directory,24/02/2025 11:48,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,GILDTOFF00207
INC7380198,24/02/2025 06:38,IN:PAK:PH: Printer Services - Printer drivers needed,00282 - Stonehouse - United Kingdom,EUS_GB_00282,1,24/02/2025 06:38,,4 - Low,Desktop,24/02/2025 08:15,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,STHDTOFF00020
INC7380191,24/02/2025 06:34,IN : AK : PH - Sync issue - Offline files not syncing,00282 - Stonehouse - United Kingdom,EUS_GB_00282,1,24/02/2025 06:34,,4 - Low,Laptop,24/02/2025 08:14,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,STHLTOFF0104
INC7380180,24/02/2025 06:23,IN : ND : PH : Onsite - Shared Drive Access,10304 - Iasi - Romania,EUS_RO_10304,1,24/02/2025 06:23,,4 - Low,Laptop,24/02/2025 07:09,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DL47KNTT2
INC7380161,24/02/2025 06:15,IN:RS:PH:PC slowness issue,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,24/02/2025 06:15,,4 - Low,Laptop,25/02/2025 01:02,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Phone,,Error Message,IZMLTOFF0012
INC7380149,24/02/2025 06:09,IN: VB: PH: Can not open Teamcenter ,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 06:09,,4 - Low,Laptop,24/02/2025 08:46,Client Resolved,,,,Closed,,FALSE,Web Request,,Functionality Error,DLGF1MHM2
INC7380148,24/02/2025 06:09,IN:RS:PH:Office access problem,00202 - Blois - France,Security_UAA,1,24/02/2025 06:09,,4 - Low,Microsoft Office 365 ProPlus,27/02/2025 02:26,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,
INC7380141,24/02/2025 06:08,IN:BS:PH-Network -  Unable to access website - https://prod.odqad.com/precision/htm/workflow.htm,10610 - Warwick - United Kingdom,NETWORK_LAN_LEVEL2,3,24/02/2025 06:08,,4 - Low,Wireless,24/02/2025 10:57,Resolved - Permanent Fix,,,,Closed,,FALSE,Shoulder Tap,,Functionality Error,WARLTOFF00025
INC7380140,24/02/2025 06:23,In:RS:PH:Shared Drive-Lost access to \\frblop-nas01.phinia.local\Lubel_Data\Group\Wuppertal_Archives,10605 - Duesseldorf - Germany,Security_UAA,1,24/02/2025 06:08,,4 - Low,Drive Mapping,03/03/2025 23:24,Three Strike Rule,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Error Message,DL6JRGGM2
INC7380139,24/02/2025 06:06,IN:RS:PH:Delphi Drive not accepting password,00282 - Stonehouse - United Kingdom,Security_UAA,1,24/02/2025 06:06,,4 - Low,Active Directory,25/02/2025 11:58,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,DL8G070F3
INC7380130,24/02/2025 05:58,IN: NSH: PH: VPN - Sometimes unable to login to VPN due to error of CAN'T CONNECT SECURELY TO THIS PAGE.,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 05:56,,4 - Low,VPN,27/02/2025 09:23,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Phone,,Coaching,DLH3FR3N2
INC7380118,24/02/2025 05:44,IN : ND : PH : Solidworks - Teamcenter swim - Gillingham server not working,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 05:44,,4 - Low,Laptop,24/02/2025 09:39,Client Resolved,,,,Closed,,FALSE,Web Request,,Error Message,GILDTOFF0048
INC7380117,24/02/2025 05:43,IN:BS:PH -VPN-  Failure to connect to VPN,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 05:43,,4 - Low,VPN,24/02/2025 08:43,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Coaching,GILLTOFF0050
INC7380105,24/02/2025 05:34,IN: VB: PH: SAP - SAP UK10 PN1 - Extend Calendar BE and JP to 2030.,00282 - Stonehouse - United Kingdom,SAP_MANUFACTURING,2,24/02/2025 05:34,,4 - Low,SAP,03/03/2025 03:45,Resolved - Permanent Fix,,,Waiting For Parts,Autoclosed,,FALSE,Web Request,,Request,Production Planning PN1
INC7380104,24/02/2025 05:32,IN : ND : PH : Onsite - Laptop running very slow,10415 - Hartridge - United Kingdom,EUS_GB_10415,1,24/02/2025 05:32,,4 - Low,Laptop,25/02/2025 02:15,Client Resolved,,,,Closed,,FALSE,PHINfo,,Error Message,BGHLTOFF00009
INC7380103,24/02/2025 05:29,IN: VB: PH: SAP - SAP cannot login.,10610 - Warwick - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 05:29,,4 - Low,Active Directory,24/02/2025 11:53,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Access/Lockout,WARLTOFF0116
INC7380101,24/02/2025 05:28,SAP unable to login,10610 - Warwick - United Kingdom,EUS_GB_10610,1,24/02/2025 05:28,,4 - Low,Laptop,24/02/2025 06:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DL7FR8DP2
INC7380100,24/02/2025 05:27,IN: NSH: PH: Hardware issue -  laptop not powering on.,10610 - Warwick - United Kingdom,EUS_GB_10610,1,24/02/2025 05:27,,4 - Low,Laptop,25/02/2025 05:36,Resolved - Permanent Fix,,,Waiting For Parts,Autoclosed,,FALSE,Web Request,,Functionality Error,WARLTOFF0050
INC7380092,24/02/2025 05:30,IN:BS:PH-AD - Active directory password reset ,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,24/02/2025 05:24,,4 - Low,Active Directory,24/02/2025 05:43,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,GILLTOFF00227
INC7380075,24/02/2025 05:15,IN: VB: PH: Team center - Teamcenter does not work.,10682 - Krakow - Poland,APP_ENG_PDM_PLM_FULL,1,24/02/2025 05:15,,4 - Low,Teamcenter Unified,24/02/2025 08:05,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,Teamcenter Unified
INC7380052,24/02/2025 05:03,IN : AK : PH- Excel : Excel File Save Issue,10304 - Iasi - Romania,EUS_RO_10304,1,24/02/2025 05:03,,4 - Low,Laptop,24/02/2025 05:51,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,IASLTOFF00138
INC7380051,24/02/2025 05:28,"IN: NSH: PH: By taking reference INC733979I, We open new ticket. Issue for the  output type ZZSP auto triggered  in the 7886261 shipment  for IZMIR in PN1 RO10 ",10304 - Iasi - Romania,SAP_ORDER_FULFILLMENT,0,24/02/2025 05:02,,4 - Low,Sales & Distribution PN1,04/03/2025 00:54,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Shoulder Tap,,Error Message,Sales & Distribution PN1
